tid,text,keyphrases
922620083352014848,"RT @WingsScotland: Yeah yeah, but an SNP MSP with asthma spent nearly five quid on a taxi! https://t.co/xpCCnVwc4I",snp msp with asthma spent nearly five quid
927199289196945408,"Oysters are an aphrodisiac. If slimy things are sexy, I'm going to turn on a lot people during my next sinus infection.","lot people during my next sinus infection,slimy things"
926196017111994370,I am trialling childrens group consultations- I call em asthma parties #wenurses  https://t.co/xNZti7Zn6H,"asthma parties,childrens group consultations-"
922946461456846848,conditions such as asthma https://t.co/j4Kai0bLmt,conditions such as asthma
923806972411109377,"@floofyscorp 'Big no. It's an irritating smell, but folk with allergies and asthma will be forced to flee the carri https://t.co/yGBBQKx8Kx",folk with allergies and asthma
925531548673290242,Bro my plug just hit me wit a I gotta go to the ER I got a asthma attack....,"asthma attack,bro my plug"
927258083667185665,@IscoDeewane @SamirBhatia8 @aaronramslay Also every actor is jacked up on steroids for the 'look'. 50 year olds gai https://t.co/q1CTOaMcw2,year olds gai
925484423210045442,"RT @Surfiniae: Dogs may lower risk of childhood eczema, reduce asthma symptomshttps://www.medicalnewstoday.com/articles/319861.php via @mnt","asthma symptoms,lower risk of childhood eczema"
925127011026259968,asthma is literally the biggest bitch. Like y u gotta fuck up halloween for me ????,biggest bitch
926769407409381378,is this him sneezing lool https://t.co/tv190L4NcY,
923991939254546432,Asthma doctor: We specialize in providing treatments for asthma problems. Call us for an appointment. https://t.co/VQ9pTXMzlq,"asthma doctor,specialize in providing treatments for asthma problems"
927020768441102337,RT @cakiraaaa: I hate that my baby has asthma ,baby has asthma
926446766123339776,Obese children may have more asthma complications https://t.co/GvdpZO9g5U,obese children may have more asthma complications
926767841742692353,dude whoever is thinking about me you can stop. i've been sneezing for five minutes.,"dude whoever is thinking,five minutes"
927550191267467264,"I'm missing my maxillary lateral incisors, and I'm getting implants soon. Do surgeons do a sinus lift for these teeth, or is it only necess","maxillary lateral incisors,sinus lift for these teeth"
927072098723381249,"This asthma is kicking my ass tonight. 

I feel like ripping out my lungs so I can breathe again.","ass tonight,asthma is kicking"
925181396779401218,"My night has consisted off me suffering from asthma attacks, Fucking grand","asthma attacks,fucking grand,night has consisted off me suffering"
925395737684279296,@ValueVillageAZ About 2hrs. I have exercise induced asthma so I take my time. I also had my ankle weights on... 5lb https://t.co/U3qDEV3UKa,"ankle weights,exercise induced asthma"
926994118676332544,"RT @NetOfEverything: A smart city on steroids  what will it be like to live in Saudi Arabia's $500bn digital oasis, Neom? | https://t.co","digital oasis,saudi arabia's,smart city on steroids"
922737516024754176,Jerusalem cannabis guru to study effect of weed on asthma https://t.co/vYVAF8nn8T https://t.co/MHq4G8roXc,jerusalem cannabis guru to study effect
926082710078181379,RT @awab09: @ItssAaliyaah After coughing and weezing for 10 mins atheny realised she couldn't handle the whole joint,whole joint
927422477420019714,@M_Saik I don't have asthma buddy,asthma buddy
923732368468439040,@wellimkat @LetsGetRowdy4 It's even more prevalent now that the asthma is back on its bullshit,prevalent now that the asthma
926876424220246016,"Of course, even though asthma rates are rising. Children can choke as long as corporate profits increase. https://t.co/OupengtujX","asthma rates are rising,long as corporate profits"
926733513981755392, on steroids https://t.co/171LWXgMYj,
927041981896728576,GSP was off doing steroids for 4 years,steroids for 4 years
927375328959279105,RT @NumbersMuncher: Fox News is an absolute embarrassment. They have become State Media on steroids - even Russia and North Korea can't ,"fox news,russia and north korea,state media on steroids"
927234731590258688,Having allergies &amp; sinus while taking care of an 8 month old &lt;&lt;&lt;,sinus while taking
926270348575891456,Obese children may have more asthma complications https://t.co/WUDFBD7MRv,obese children may have more asthma complications
925646731777155073,AstraZenecas severe asthma treatment fails in late-stage study but FDA approval of rare blood cancer https://t.co/JsQr2n1o12,astrazenecas severe asthma treatment fails in late-stage study but fda approval of rare blood cancer
926478760530018310,"RT @virtute_usmlecs: Aspergillosis (ABPA) asthmatic patient with worsening asthma symptoms who
is coughing up brownish mucous plugs with re","asthmatic patient with worsening asthma symptoms,brownish mucous plugs"
924378820945350662,JHPOR - Reimbursement and value assessment frameworks: ensuring patients access to asthma medicines in Ukraine https://t.co/a9LsYjiZUM,"patients access to asthma medicines in ukraine,reimbursement and value assessment frameworks"
923971006649327621,"@siuhaj She got very sick suddenly. Old age, asthma and years of diabetes (caused by the asthma meds) ganged up on her unfortunately.","asthma and years of diabetes,asthma meds,old age"
925240131388346370,"Achievement seeking asthma study participants.
https://t.co/DEPl4DZDUo https://t.co/3o0Nvcwz95",achievement seeking asthma study participants
927315276894437376,Pussy got pneumonia https://t.co/SHMO1HzVRW,pussy got pneumonia
924348265272709120,"@KajaPerina I don't see a lot of people spending time pretending to be blind, deaf, paralyzed. And epilepsy, asthma https://t.co/CEudmGdd37",lot of people spending time pretending
926831131453931521,Ohhh my @rockettruck you DID tell me the Nashville style Pork Belly sandwich was spicy. Woah Nellie!!!! My sinus are clear!!,nashville style pork belly sandwich
925420442692841472,Flawless logic. Lemme try....If you couldnt figure out how to pay for asthma inhalers perhaps you just shouldnt b https://t.co/oZ4VgNKbUE,"asthma inhalers,flawless logic"
924926356177252353,really wish I was born without asthma,
922920254824620032,@shanghighlander @DruhFarrell You ever have an asthma attack from moldy leaves. Try it. I guarantee that once is enough.,asthma attack from moldy
925679137989316608,"@MandyyyFuller @wordscomealive I can imagine sweet, I think I wouldve had an asthma attack! ",asthma attack
925376806038880262,"Besides the fact I had an asthma attack in the mosh pit, last night was still, too fuckin cozy. @ASAPMOB","asthma attack,last night,mosh pit"
926555477676261376,"13. Youre lucky and privileged that you could find a way to pay for your asthma treatment, even if it meant eating Ramen.","lucky and privileged,way to pay for your asthma treatment"
927102457867534337,"If steroids are illegal for athletes, then Photoshop should be illegal for models.","photoshop should be illegal for models,steroids are illegal for athletes"
927616089466593281,asthma is essentially a shit superpower that gives you an uncanny perception of dust and damp levels in any given a https://t.co/miUlEV1RzL,"shit superpower,uncanny perception of dust and damp levels"
927106210867773441,"i haven't had asthma in months and here I am, dying from asthma at 1:30 AM",
927484552486014976,@amytaylor1 Cleanup is much easier for seminal fluids than pet dander or cigarette damage.,cleanup is much easier for seminal fluids than pet dander or cigarette damage
926806493680214016,those tequila shots did me some justice for my sinus infection last night !,"justice for my sinus infection last night,tequila shots"
926388676896133120,Worried that the steroids in your asthma inhaler will cause you to gain weight? Read this: https://t.co/UdD0ngq2V0 https://t.co/Xk7yDFyQsI,steroids in your asthma inhaler
926524884708151297,Obese children may have more asthma complications - https://t.co/odGUdAOnXk #health #medical,obese children may have more asthma complications
926887347731431424,RT @ParkerMolloy: Pretty big leap to go from had pneumonia to is disabled. https://t.co/MKSlINvXk1 https://t.co/OAN4xS4wjf,big leap
927324910116003840,@kamuikilla15 I think smart phones make people trigger happy. All this finger work is like steroids when around wea https://t.co/5zbQBZd1Ch,"finger work is like steroids when around wea,smart phones make people trigger"
927590539632967680,@dedelynn98 Im talkin REALLY good steroids ,really good steroids
926088734801412096,Virginia man sent to the hospital with an asthma attack after an anti-gay death threat was spray painted on his car https://t.co/DWkCHHEtIq,"hospital with an asthma attack after an anti-gay death,virginia man"
924435188343549953,I was laughing so hard at a picture of Cal that I choked and couldn't breathe and then I had an asthma attack,"asthma attack,picture of cal"
926834085854461952,"I have been sick for 2 weeks with sinus b.s. and would like the surgery where they cut your nose off or whatever, thanks.","sick for 2 weeks,surgery where they cut your nose"
926823752196747265,@JonnyBones @GeorgesStPierre He took steroids before you! Inspiration correct,inspiration correct
926606809409957888,ppl really dont understand asthma do they?ik I havent moved in an hour hun but Im still dyin so shut up n let me take my inhaler in peace,"hour hun,inhaler in peace"
926800250119098368,Help! I have a small performance today at 1 and I have sinus issues so my voice told me goodbye. What can I do to help it?,small performance today
926408465559437312,asthma took over my whole sembreak thanks,asthma took over my whole sembreak thanks
926202387534090245,i need an inhaler and i dont even have asthma https://t.co/LNhHfISCBr,
927572989410918405,"I thought I was being a baby over a cold but plot twist, I was dying from pneumonia  this winter is canceled, can we just have fall again",pneumonia this winter
924448992724893696,"RT @twt_malaysia: ""Sayang abah tak?"" asked the loving dad, lighting up his cigarette. The little girl nodded, smiling. 

She died of asthma","little girl,loving dad"
922956144347418625,Legit think I've got asthma,legit think i've got asthma
927173510618853378,Ego on steroids and no antidote. Someone stop him. https://t.co/hpKJFYs46e,
926471546318843907,Very helpful guide to various allergy and asthma medications created by @AAAAI_org  https://t.co/LjyrNUcIbW... https://t.co/KbVwINQSBb,very helpful guide to various allergy and asthma medications
926949506092068865,RT @Izzy_Mata1: This tweet just gave me a phat asthma attack LMFAOOOOO https://t.co/jgJbuWAk2e,phat asthma attack
